id,winpercent, oppwinpercent, weather, temperature, numinjured, oppnuminjured, startingpitcher, oppstartingpitcher, dayssincegame, oppdayssincegame, homeaway, rundifferential, opprundifferential, winner
25,0.713909169,0.3868630385,1,66.9044949745,1,3,2,4,3,2,0,?,24,?
26,0.3608538135,0.7181956293,1,59.1004941785,1,2,3,2,3,3,1,40,52,?
27,0.5716394338,0.4119446562,0,64.1784121115,1,2,1,3,3,3,1,54,66,?
28,0.2598638404,0.3984974636,0,67.7878246739,1,1,4,3,2,2,1,49,7,?
29,0.4350345945,0.3480130151,1,77.7560813615,2,2,1,4,2,2,0,55,38,?
30,0.8035977241,0.4548381594,0,58.2810700045,2,2,4,?,1,2,1,66,65,?
31,0.2389273964,0.6214025109,1,68.7146415834,2,1,1,2,1,1,0,25,10,?
32,0.4940776537,0.6344333561,1,66.7229501776,-1,3,3,2,1,3,1,58,46,?
33,0.5908466471,0.7456816132,1,68.8006121574,2,1,5,2,2,3,0,66,?,?
34,0.505601492,0.5129105815,?,67.99337776,2,0,?,1,?,3,1,67,27,?
35,0.7578242474,0.4111968259,-1,66.5677234723,1,1,2,4,2,3,1,24,23,?
36,0.366007517,0.2900625102,-1,77.6033107703,0,1,1,3,4,1,0,64,50,?
37,0.4847426033,0.4816649507,1,59.2978147007,2,1,2,?,4,1,0,81,80,?
38,0.4172952899,0.1587354129,-1,?,1,0,5,5,2,3,1,57,24,?
39,0.3273042237,0.3575461702,-1,62.7079684434,?,3,2,4,1,2,1,69,?,?
40,0.7514168795,0.1501033007,0,77.6454459628,0,?,5,4,1,3,1,62,39,?
41,0.2372153742,0.551628157,1,51.5968713444,1,1,2,5,4,4,0,62,59,?
42,0.2195689252,?,1,66.7071579589,1,2,3,3,3,2,1,77,20,?
43,0.6003513016,0.0507335198,0,74.2671779444,2,3,3,4,3,2,1,53,51,?
44,0.5636370586,0.2155434228,0,74.2649559731,0,0,2,4,3,1,0,62,56,?
45,0.8652878264,0.5971726127,0,63.9148550314,1,1,4,5,5,4,0,63,30,?
46,0.7220306395,0.1720461025,1,71.7677498503,2,0,3,1,2,0,0,?,78,?
47,0.5987136977,0.5883948472,0,61.1912372376,2,2,2,1,3,4,0,91,17,?
48,?,0.5192313219,-1,62.262817643,1,2,1,2,4,2,1,66,49,?
49,0.6897371444,0.5659151382,1,58.1591583802,1,2,5,2,4,2,0,23,51,?
50,0.315024983,0.4469070437,-1,72.7016471138,0,1,?,1,2,4,0,62,85,?
51,0.5917013566,0.4871052185,1,72.6929581787,3,1,2,5,4,2,0,36,30,?
52,0.5267529701,0.1848798467,1,65.3902754104,1,4,1,4,3,2,0,9,84,?
53,?,0.7346602529,1,63.4984674517,0,1,4,4,3,2,1,50,36,?
54,0.493749779,0.1155902372,?,62.4987932369,1,0,?,1,5,4,0,-1,51,?
55,0.3947389612,0.2529034116,-1,72.5831517583,1,4,5,5,2,3,1,65,9,?
56,0.4557966551,0.3737677177,1,64.1882887864,2,2,3,2,5,?,1,?,62,?
57,0.4815315166,0.6992525275,0,53.2788425893,2,2,4,2,3,3,0,29,31,?
58,0.5550212141,0.7482831336,0,70.1161994746,0,3,1,4,3,2,0,28,38,?
59,0.6086384252,0.1988398675,-1,63.3013742136,1,1,5,3,4,2,1,63,53,?
60,0.5509605012,0.1093781656,1,73.3791394024,3,1,3,3,3,3,0,?,53,?
61,?,?,-1,?,1,2,1,1,3,5,0,44,20,?
62,0.0210158734,0.3013080605,0,65.1551562764,?,3,2,2,3,?,0,16,84,?
63,0.6137289289,0.7028720071,0,74.0975662469,3,0,3,4,1,2,0,60,51,?
64,0.6492547642,0.4226282258,?,67.0745749932,1,1,5,2,2,2,0,22,83,?
65,0.6521530613,0.3974961117,1,57.5219852959,1,?,4,5,2,2,1,96,46,?
66,0.5776211893,0.4184112706,0,44.6734750796,?,2,2,3,3,4,0,25,63,?
67,0.3614716641,0.7596047851,-1,66.7377350918,1,1,4,5,4,2,0,-1,?,?
68,0.5345383588,0.5270157939,0,59.8708320636,1,1,1,4,2,2,0,69,?,?
69,0.0748145999,0.2604024559,0,73.1096739404,1,1,2,3,?,2,1,?,36,?
70,0.8049930083,0.11876215,0,70.8538589484,0,2,1,1,3,1,1,28,16,?
71,0.4616802802,?,1,80.029385408,3,2,4,5,4,2,0,30,90,?
72,0.0167202557,0.4896358104,0,54.3109896443,2,2,5,1,1,1,0,24,55,?
73,0.5279580297,0.8525448602,0,71.1654137597,2,2,5,5,2,2,1,54,43,?
74,0.9624469589,0.8637542606,0,65.2760054926,0,1,1,1,4,?,1,56,53,?
75,0.6559492542,0.4006658648,1,55.0213718661,1,0,2,5,2,2,1,82,68,?
76,0.1999295303,0.5695306113,1,69.8032229705,3,1,5,4,5,3,0,?,37,?
77,0.7912775302,0.3913438055,1,75.3999027658,1,2,3,5,2,2,1,72,36,?
78,0.0568676688,0.1433786351,1,60.0945328562,2,2,1,3,2,4,1,48,50,?
79,0.5229260304,0.2451447643,0,62.7542830426,0,0,2,4,1,2,1,?,?,?
80,0.6217867941,0.8826882328,1,65.5426794425,0,2,1,2,3,2,1,55,42,?
81,0.5576172709,0.4401381531,-1,60.4216852675,0,2,3,5,2,3,1,18,56,?
82,0.8353391356,0.4589121308,1,64.8700413012,1,0,3,4,2,2,0,77,27,?
83,0.7652440789,0.5854967518,0,54.9468333994,2,1,4,1,3,3,0,70,52,?
84,0.3364930378,0.3795368257,?,68.24315405,3,0,5,5,3,?,0,45,49,?
85,0.2370508805,0.465111102,0,61.0948765003,1,1,5,3,1,2,1,33,53,?
86,0.5069410928,0.4321728713,-1,62.4435093286,1,1,5,1,3,3,?,61,49,?
87,0.5134908629,0.657612204,0,66.1431039854,1,2,1,2,2,2,0,66,69,?
88,0.5380158291,0.2541944406,-1,63.6670859291,0,1,2,1,2,1,1,?,31,?
89,0.5068624969,0.7323982719,1,66.645288993,1,2,2,4,1,1,1,104,37,?
90,0.5395799251,0.1663757532,1,57.5807389567,2,?,2,3,3,3,0,33,18,?
91,0.6424991066,0.1153617689,0,74.9128655538,0,1,4,4,?,3,1,23,71,?
92,0.8532452929,0.7410176059,1,54.8906015804,3,2,2,4,2,2,0,26,59,?
93,0.5440782076,0.7871839723,?,65.3770600453,?,0,5,3,2,2,1,44,53,?
94,0.1544184304,0.6982929741,-1,?,1,1,5,2,2,3,1,27,36,?
95,0.7876739324,?,1,56.7908819692,4,2,4,5,3,2,1,86,40,?
96,0.7664191974,0.5187032279,1,63.9293800185,?,3,2,2,2,0,1,42,26,?
97,0.6764888956,0.5240391303,0,56.2443476086,-1,1,3,3,3,2,0,28,27,?
98,0.1347047734,0.5353659045,0,72.385415019,1,1,4,1,1,2,1,33,44,?
99,0.4180389428,-0.0322601615,1,69.0466023451,2,4,1,4,2,2,0,60,22,?
100,0.4053524003,0.3653011542,-1,56.0639618957,2,1,3,5,1,4,1,?,60,?
101,0.5566391289,0.6462625536,1,73.1288136596,1,0,?,1,?,1,1,?,54,?
102,0.2344019387,0.6744972248,-1,72.2179054564,3,2,5,5,3,2,0,37,56,?
103,0.6593046599,1.043353552,0,69.3089458059,3,3,4,3,1,?,1,27,19,?
104,0.1576568293,0.6121933799,-1,72.4589540715,3,0,4,?,3,4,0,35,82,?
105,0.5372857348,0.2716548952,1,57.3730975731,2,2,2,1,2,2,0,33,67,?
106,0.4306474453,0.6216035193,1,52.4508429953,0,1,?,?,3,1,0,69,15,?
107,0.4265631087,0.663769754,-1,69.9617527852,2,2,2,5,?,1,0,52,43,?
108,0.8073636021,?,0,67.8650019859,3,2,3,3,4,2,1,51,28,?
109,0.3289972756,0.57719578,0,74.4168817757,3,1,1,5,4,2,0,69,28,?
110,0.5751680143,0.6304568595,0,61.6299891239,3,2,1,3,1,2,1,64,19,?
111,0.3944402469,0.1650401249,-1,69.2016094988,1,1,4,5,3,?,0,82,46,?
112,0.6746720591,0.7100123509,1,68.7723336091,1,2,1,2,4,3,1,27,43,?
113,0.6042151127,0.4036321414,0,67.4122015621,1,2,4,3,3,2,1,72,59,?
114,0.560084746,0.5661412309,-1,67.7108785605,0,2,4,1,1,2,1,90,51,?
115,0.3708638008,0.7913508514,-1,55.3373429201,3,1,4,3,4,2,0,85,47,?
116,0.9040702738,0.2588401661,-1,?,2,3,4,4,2,2,0,26,43,?
117,0.8025772848,0.4443887682,0,56.1627967644,2,-2,1,1,4,2,0,-5,43,?
118,0.5225840543,0.7867961164,0,67.8350465787,0,1,5,3,2,3,1,31,70,?
119,0.6294982533,0.7293369788,0,52.6874632356,2,3,5,4,2,2,?,39,52,?
120,0.6282440581,0.38061633,-1,56.8158699197,2,1,2,4,2,3,0,?,92,?
121,0.7535461584,0.3027220744,-1,65.8603836495,1,2,5,3,3,4,0,64,42,?
122,0.5352831676,?,1,59.8379326317,1,2,2,5,?,1,1,?,45,?
123,0.8422807022,0.7046604704,-1,57.9845675552,-1,2,5,4,2,2,1,20,52,?
124,0.2112772317,0.2919505726,0,60.0132577955,1,-1,5,5,2,2,0,?,22,?
125,0.6616604042,0.652282598,0,61.2618830288,2,1,2,1,1,3,1,58,51,?
126,0.2111931552,0.4819874953,0,62.4050223509,3,2,3,4,2,3,1,27,75,?
127,0.5192955682,0.4949777443,-1,?,3,3,5,1,5,2,1,47,47,?
128,0.4947049886,1.0801979951,-1,68.3584414025,1,2,5,3,4,3,1,15,24,?
129,0.2764163813,0.2890427043,-1,66.2062639009,?,2,4,1,3,4,0,50,61,?
130,0.8856421241,0.3446891414,-1,59.0447555265,1,2,4,5,1,3,0,50,-9,?
131,0.5366396041,0.5813571114,-1,71.4480022572,1,2,3,1,3,2,?,38,72,?
132,0.3913097029,0.521744718,0,58.93233176,1,-1,2,1,3,3,0,2,37,?
133,0.3604205421,0.2895456671,0,61.7483525249,3,1,3,?,4,2,0,69,42,?
134,0.540724932,0.2974677526,1,73.2213407014,1,1,4,5,2,2,0,36,65,?
135,0.1410078196,0.161070152,-1,56.7738068425,-1,2,1,4,2,3,?,36,13,?
136,0.5499189063,0.272460195,-1,51.3209787755,2,2,4,4,4,4,0,12,70,?
137,0.4490506119,0.7039114597,-1,71.8699896349,1,1,3,4,2,1,?,47,81,?
138,0.6841508927,0.5913208991,0,70.2278748259,1,3,5,2,2,2,1,58,44,?
139,0.7155102182,0.7257444905,0,61.8091644218,1,2,2,2,6,3,0,?,75,?
140,0.4537647963,0.4089693056,0,63.2335758711,0,2,?,3,2,2,1,84,4,?
141,0.5766526693,0.7126059362,-1,73.2203628013,1,0,5,4,2,3,1,60,40,?
142,0.321586973,0.293539302,-1,58.8165718179,1,2,?,4,2,2,0,56,38,?
143,0.2161319594,?,0,?,1,2,2,4,3,2,0,67,42,?
144,0.321856002,0.5581601474,1,?,4,?,4,2,4,1,0,72,80,?
145,0.5076969294,?,1,56.5912344147,0,2,4,4,?,2,0,71,68,?
146,0.1765764343,0.0477100764,-1,55.7794684589,4,2,5,4,3,1,0,67,24,?
147,0.3891168327,0.5976890452,1,57.863460289,1,3,4,4,2,5,0,46,56,?
148,0.5464152598,0.5087125467,1,57.4670662725,0,1,4,3,3,3,1,47,51,?
149,0.2917480524,0.3130472266,0,47.6940709753,2,2,5,3,0,2,1,35,50,?
150,0.2724762667,0.3516069236,-1,62.3981099509,3,1,4,4,3,3,1,43,41,?
151,0.594088537,0.4020385509,1,?,3,3,5,1,3,2,0,35,71,?
152,0.875833973,0.3151397422,0,58.5491275709,?,1,2,3,2,3,1,37,20,?
153,0.7704417344,0.7657677264,0,54.3171360352,2,3,?,3,3,3,1,9,25,?
154,0.7242664432,0.1985150482,1,55.7818689494,2,1,4,4,2,0,1,10,32,?
155,0.2799662249,0.4664262004,-1,75.4821871159,0,1,2,2,1,1,0,42,65,?
156,1.0225982788,0.6161480726,-1,61.2230778232,2,2,1,2,2,2,0,41,54,?
157,0.4615855498,0.3542738536,1,73.4668756217,?,1,?,4,2,3,1,50,49,?
158,0.3241502317,0.5490606749,0,51.1242089559,1,3,4,2,1,3,0,43,33,?
159,0.4230496316,0.6563223543,0,72.2692856382,1,1,1,4,4,1,0,21,28,?
160,0.7533638522,0.4065534982,0,69.6993361676,0,3,4,4,6,2,1,45,40,?
161,0.565694527,0.511711127,1,62.0610115832,1,2,5,4,1,3,1,48,11,?
162,0.3239437402,0.3507933123,-1,79.6546992794,3,0,4,4,3,4,1,71,56,?
163,?,0.5741882538,0,?,2,0,?,2,4,1,0,65,37,?
164,0.3495011195,0.2209386947,0,62.1218312655,3,3,4,3,1,1,1,5,47,?
165,0.4711882342,0.7056525297,0,66.7076921384,3,1,?,5,4,3,0,70,33,?
166,0.4159614326,0.5004398376,?,66.375093245,0,2,2,4,2,?,1,75,54,?
167,0.1200761326,0.4781994736,0,54.3726819371,1,1,4,2,4,3,0,?,70,?
168,0.9672586789,0.5299486699,0,59.8184038642,0,3,5,3,2,2,1,38,58,?
169,0.3037892548,0.3666339237,-1,56.7183602931,2,2,2,3,2,3,0,53,19,?
170,0.4753407455,0.4618400102,?,67.6389826937,1,1,3,3,2,2,1,44,60,?
171,0.6318925518,0.4160720278,0,60.2075482428,3,2,3,1,3,4,0,45,54,?
172,0.3323229904,0.5374955084,1,94.2076412235,1,1,5,3,3,4,0,90,70,?
173,0.3758780726,0.4562309675,-1,63.7220804357,0,0,5,5,2,5,1,68,84,?
174,0.8380591772,-0.0043185236,-1,?,1,1,?,5,1,3,?,26,17,?
175,0.861814461,0.7598978603,-1,63.7627672283,1,2,5,3,2,2,0,52,51,?
176,?,0.5325992413,-1,66.081036356,?,1,2,1,4,2,0,47,113,?
177,0.3496600169,0.8924734915,1,73.0901401614,0,?,?,4,3,3,1,38,79,?
178,0.6187102076,0.3524017191,0,73.4922788607,2,2,4,5,0,1,0,39,64,?
179,0.8610583622,0.4226682142,0,62.238667211,2,4,5,2,2,2,1,45,66,?
180,0.772117491,0.7408472351,0,71.4097809093,1,3,?,1,2,3,1,74,37,?
181,0.7003760924,0.6923884251,0,71.2099387311,1,0,4,3,?,3,0,75,62,?
182,0.3597270505,0.5028719476,-1,67.7204023971,1,2,2,4,4,2,1,?,71,?
183,0.3208482485,0.4815348679,-1,62.7134657862,3,1,5,4,2,3,0,53,54,?
184,0.7215691749,0.6692888989,0,65.3574727243,1,2,4,5,2,2,0,36,46,?
185,0.3039741921,0.4736794818,0,66.3909850646,1,3,5,3,2,3,0,56,60,?
186,0.4090297597,0.5979524783,-1,68.2083198944,3,2,?,5,3,3,1,64,56,?
187,0.4922021979,0.3088561905,1,68.4183958043,2,2,2,4,1,2,0,45,73,?
188,0.4392337188,0.4688869845,-1,84.6180553388,?,1,?,2,2,3,1,41,41,?
189,0.4042115334,0.4991414896,1,58.3728694439,2,2,1,3,4,3,1,61,30,?
190,0.3653387899,0.9854262672,?,67.6669556423,2,1,3,5,2,2,1,45,48,?
191,0.9183407386,0.6461479004,0,71.2743115484,1,1,2,4,2,1,0,?,43,?
192,0.366195381,0.3534705006,-1,62.0049887075,0,0,1,4,2,3,0,44,72,?
193,0.7473725016,0.7471620066,1,67.8815760473,1,0,?,4,4,4,1,48,72,?
194,0.4121316781,0.5074058977,0,53.8519407625,2,3,2,5,1,3,0,58,63,?
195,0.5147315619,?,-1,63.8109291232,1,1,3,5,2,3,0,81,35,?
196,0.3703862619,0.3188962036,0,69.1176713124,1,2,2,2,3,3,0,71,23,?
197,0.4424501461,0.6427045031,0,53.2997669674,2,0,5,3,3,3,1,53,112,?
198,0.5320043566,0.8081846816,0,78.5482033871,?,1,5,5,2,3,0,28,48,?
199,0.5790491505,0.4756869948,1,71.7256289363,1,1,4,1,4,3,0,67,41,?
200,0.4751440987,0.4054078628,-1,?,2,1,2,4,3,2,1,77,60,?
201,0.6415583684,?,1,62.5120365412,?,0,3,5,4,1,0,50,49,?
202,0.2084489525,0.1794530862,0,69.412798011,3,1,3,1,2,3,0,10,73,?
203,0.4475951056,0.1505644169,1,58.6355374471,1,0,1,4,3,1,1,52,43,?
204,0.4293575716,0.8700809047,1,63.9534453794,3,2,1,?,4,3,1,87,88,?
205,0.714936442,0.4411756689,-1,70.2522314681,2,3,3,5,3,3,0,22,19,?
206,0.871241469,0.6864218377,-1,67.6327389929,3,1,2,4,2,3,1,56,23,?
207,0.7573932694,0.104476104,1,62.5735750722,1,3,4,3,2,3,1,60,52,?
208,0.0129407307,0.1560138006,1,78.4142755596,0,1,3,4,2,3,0,90,12,?
209,0.1180926626,0.2163679842,-1,65.5701300564,1,1,3,5,1,3,1,44,54,?
210,0.2961974872,0.4515040695,?,63.5499233171,1,3,3,2,5,3,1,12,78,?
211,0.6989631044,0.4893889489,1,62.7701987795,0,2,1,3,4,3,0,?,61,?
212,0.415584115,0.7850407667,1,77.5971152713,1,3,1,3,3,3,0,52,12,?
213,0.6996888221,0.4231417396,?,71.1980388484,1,0,5,3,1,2,1,51,57,?
214,0.7731905192,0.2600019001,0,64.9177392965,2,1,4,4,2,4,1,49,74,?
215,0.7062100585,0.3800210014,0,58.8329184657,3,2,4,2,2,2,?,29,30,?
216,0.547239653,1.0028566762,0,50.5699259898,2,2,1,5,4,4,1,92,35,?
217,0.522610204,0.3922892108,-1,59.9160611178,1,0,2,1,2,4,1,45,26,?
218,0.4989493259,0.5169438702,0,62.4655441056,1,2,2,2,2,1,1,65,63,?
219,0.1668681493,0.5079397935,1,70.767338998,1,0,5,2,1,2,1,?,69,?
220,0.5749740043,0.6090103418,?,67.8683627404,1,?,?,4,3,4,0,60,32,?
221,0.1785541968,0.2589442691,0,72.9469568278,-1,2,4,5,2,3,0,63,53,?
222,0.7329995273,0.5685002976,-1,?,3,2,5,3,?,2,0,29,51,?
223,0.5063290544,0.2623075001,0,60.5419475273,1,2,5,1,2,3,1,47,21,?
224,0.5444635447,0.7092154014,-1,72.5096309149,1,1,2,3,?,4,0,80,59,?
225,0.6539717565,0.588243081,-1,63.8246547949,2,3,3,2,2,2,1,30,63,?
226,0.8182789199,0.5236968117,0,78.0222759737,1,0,2,5,2,4,0,64,65,?
227,0.4801943788,0.5709039173,1,55.8095076659,1,2,2,5,1,3,0,57,77,?
228,0.1993336755,0.4707556757,1,74.198351768,1,1,5,5,2,2,0,44,38,?
229,0.37389015,0.4194064212,0,52.8190548478,1,1,2,1,4,0,0,54,34,?
230,0.6348339421,0.0154167453,-1,60.508981792,1,2,4,2,2,4,1,27,36,?
231,0.5255109056,0.5125714493,1,65.6498246232,1,2,5,2,2,2,1,41,64,?
232,0.4149504183,0.5923489508,1,65.5803037798,1,0,5,1,3,2,1,35,87,?
233,0.6651933876,0.4764827971,1,62.3871303334,1,2,4,4,3,1,0,67,29,?
234,0.6263405613,0.7812978365,0,71.0877771578,1,2,3,1,1,1,1,?,61,?
235,0.7334242169,0.5382666907,-1,76.5615220704,2,2,4,4,1,1,0,47,25,?
236,0.4180914286,0.3721600768,1,53.6600078678,2,1,5,1,3,3,0,49,50,?
237,0.5317057686,0.7036156962,1,73.1721457893,1,2,1,3,3,1,0,69,39,?
238,0.0436591793,0.7138279723,1,53.200281621,2,1,5,1,1,2,0,34,66,?
239,0.5685861548,0.4872936647,0,61.2810842175,?,1,2,2,2,2,1,74,64,?
240,0.8636330709,0.5173623974,0,?,?,2,4,2,5,4,1,26,79,?
241,0.7218914985,0.9298731223,-1,78.9820619619,1,2,1,5,3,4,0,50,45,?
242,0.5800922155,0.4743674248,0,67.630519189,?,1,3,3,2,2,1,67,13,?
243,0.5669896133,0.604875352,1,70.8656629438,1,1,4,3,4,3,0,60,?,?
244,0.4705299795,0.5930363179,-1,64.6520475552,2,1,5,3,4,3,1,78,55,?
245,0.3843268116,0.6983924264,1,63.8819276709,3,2,3,1,3,2,0,51,67,?
246,0.6017050736,0.3887447582,-1,63.3733250024,1,1,4,1,2,1,?,60,46,?
247,0.3854733691,0.3569166974,-1,71.3927886247,3,0,2,3,1,2,0,?,45,?
248,0.2421671725,0.475357922,0,?,2,2,1,2,3,2,?,75,62,?
249,0.5402778325,0.3653496627,-1,53.0479387724,0,2,3,1,3,3,1,?,61,?
250,0.6598761136,0.8777251931,0,68.739472549,1,0,1,3,4,3,1,79,?,?
251,0.4833681647,0.5734689828,-1,67.332818843,1,1,4,?,3,1,1,?,42,?
252,0.43561485,0.728729683,0,52.2290197434,2,1,3,3,1,4,?,32,61,?
253,0.5342978566,0.4916616035,-1,70.3946723663,2,0,2,3,4,2,1,42,37,?
254,0.9145560633,0.5249378965,0,69.3075718332,1,3,5,5,1,?,1,69,19,?
255,0.7407496708,0.2568591148,0,62.2156079511,1,0,3,5,2,1,0,27,55,?
256,0.0412266452,0.4933398463,?,58.8499759902,3,2,5,5,3,3,0,?,89,?
257,0.6100960899,0.5710132717,1,56.3079338573,1,?,2,?,2,2,0,52,29,?
258,0.1924617907,0.4197963488,0,53.8480923943,1,1,2,2,2,3,1,?,?,?
259,0.6520598067,0.5768191642,0,49.2140719781,1,4,1,2,?,2,0,37,46,?
260,0.795794858,0.5816548474,?,60.9519590312,2,2,1,1,1,3,1,43,47,?
261,0.4893500709,0.4185405446,0,73.1075617298,1,2,2,3,3,1,0,13,46,?
262,0.2925257076,0.3958359015,0,73.8412228557,1,0,1,3,2,3,0,40,46,?
263,0.6043311281,0.3737447011,0,63.3707985446,2,0,2,1,2,2,1,69,28,?
264,0.505657604,0.3919791017,1,62.6810586472,1,1,1,4,4,2,0,66,48,?
265,0.5554864433,0.3406540909,1,?,0,2,1,4,3,4,1,34,35,?
266,0.397287124,0.4280702061,1,56.505279276,3,?,5,4,2,1,0,44,?,?
267,0.605100008,0.6376861386,1,71.3759099502,4,2,4,4,2,2,1,62,39,?
268,0.5626950605,0.3442366874,1,68.0350866557,2,0,3,3,3,4,0,44,63,?
269,0.5068622829,0.639504381,-1,54.0983719437,1,3,1,5,1,3,0,79,72,?
270,0.6267395705,0.365756805,0,68.4387102289,1,2,?,2,2,2,1,67,40,?
271,0.3793120679,0.9258916406,1,70.5397947796,3,2,1,4,3,3,0,35,42,?
272,0.2416249215,0.5855932222,-1,73.2154328306,1,2,3,2,3,2,1,72,86,?
273,0.6659101114,0.3610966695,?,64.4077287916,2,1,5,1,3,2,0,28,58,?
274,0.6623149269,0.463192891,1,68.6204347031,0,4,4,2,3,?,0,44,48,?
275,0.5877956217,0.2400530663,-1,54.5170747369,2,2,4,5,2,3,1,48,8,?
276,0.2770559193,0.3334391543,0,68.4588724561,3,2,4,4,4,3,1,17,54,?
277,0.8208121465,0.4118372577,-1,57.3374610711,1,2,3,3,1,2,1,40,43,?
278,?,0.4831630046,0,62.6823182638,2,1,4,1,4,2,1,57,?,?
279,0.1716212513,0.0643020004,-1,69.6001532032,0,?,1,2,2,2,1,?,40,?
280,0.3257781259,0.5270515314,-1,?,2,1,2,1,2,2,0,?,?,?
281,0.6248248698,0.6688226315,1,66.7768263734,1,2,5,4,2,3,0,18,52,?
282,0.4317497273,0.7781324286,1,56.5620604458,2,1,5,3,0,1,1,?,24,?
283,0.4419211799,1.0360215434,?,64.8631369963,2,2,5,2,4,2,1,46,5,?
284,0.1398067453,0.5470492312,-1,73.9274588813,1,2,5,1,3,3,?,20,10,?
285,0.2817971866,0.6205351052,-1,87.2934911339,0,3,2,5,3,3,0,28,42,?
286,0.4722622382,0.3349867246,1,77.1504394312,3,2,5,2,5,4,1,15,64,?
287,0.5380135722,0.8184564206,1,78.0106577189,1,1,?,2,3,?,0,20,39,?
288,0.3998567241,0.5915225232,-1,56.3549333309,2,1,3,5,3,3,1,64,77,?
289,0.5663325266,0.7032348401,0,61.2226269109,3,2,4,5,3,3,0,14,58,?
290,0.3999863574,0.6393766234,1,69.8526631697,1,3,1,1,3,?,1,40,37,?
291,0.4782775803,0.6861611395,1,60.7683630139,1,1,4,5,2,2,1,36,24,?
292,0.4368890989,0.1845210692,1,63.3837662808,2,2,3,4,2,3,1,80,77,?
293,0.4807415005,0.6617400935,1,?,0,2,4,3,2,1,0,37,46,?
294,0.6712726448,0.4219249868,0,60.7647274494,1,1,3,1,4,2,0,52,64,?
295,0.2715037971,0.3746357769,?,59.1911395756,1,2,4,4,3,5,0,70,43,?
296,0.2744977699,0.7191956016,-1,63.1968059426,3,1,4,3,5,3,0,66,40,?
297,0.3075223409,0.2120635737,1,73.2927648282,1,1,3,?,3,4,0,22,43,?
298,0.6293150251,0.2073226486,-1,68.2957706126,1,1,1,4,2,1,0,58,44,?
299,0.3509592923,0.6467346411,0,63.2697238127,3,-1,2,2,1,1,0,27,58,?
300,?,0.2435323099,-1,67.4399853569,1,2,5,5,2,5,1,45,48,?
301,0.5266091803,0.3648260683,-1,61.3737984999,3,0,3,1,0,2,0,91,16,?
302,0.1784930298,0.4081695097,-1,66.8042005464,1,2,4,4,4,3,1,38,39,?
303,0.3204359222,0.2467739568,-1,63.2927218842,1,2,?,1,2,2,1,40,36,?
304,0.3373454211,0.7768998871,0,72.3192989949,3,1,3,1,4,3,1,71,74,?
305,0.4508837997,0.3352526074,?,58.3234421873,0,1,1,4,3,1,0,59,61,?
306,0.3686929439,0.3608757829,1,68.1052733348,1,1,1,2,3,1,1,33,40,?
307,0.3737696306,0.5886949052,1,59.4825056167,1,3,4,5,4,1,0,58,43,?
308,0.812040835,0.5817589594,0,72.0712115691,1,3,2,5,3,2,1,61,36,?
309,0.6087324915,0.5511921972,-1,67.0057118442,1,1,5,3,2,3,1,70,17,?
310,0.198456969,0.5118509896,1,71.46589357,?,0,4,4,3,3,1,30,31,?
